Timestamp,Topic,Message
2024-07-12 12:52:03,Motion,Not Detected
2024-07-12 12:52:06,Motion,Not Detected
2024-07-12 12:52:09,Motion,Not Detected
2024-07-12 12:52:18,Motion,Detected
2024-07-12 12:52:21,Motion,Not Detected
2024-07-12 12:52:30,Motion,Detected
2024-07-12 12:52:39,Motion,Detected
2024-07-12 12:52:48,Motion,Detected
2024-07-12 12:52:57,Motion,Detected
2024-07-12 12:53:06,Motion,Detected
2024-07-12 12:53:15,Motion,Not Detected
2024-07-12 12:53:18,Motion,Not Detected
2024-07-12 12:53:21,Motion,Detected
2024-07-12 12:53:24,Motion,Not Detected
2024-07-12 12:53:33,Motion,Detected
2024-07-12 12:53:42,Motion,Detected
2024-07-12 12:53:51,Motion,Detected
2024-07-12 12:54:00,Motion,Not Detected
2024-07-12 12:54:03,Motion,Detected
2024-07-12 12:54:12,Motion,Detected
2024-07-12 12:54:21,Motion,Detected
2024-07-12 12:54:30,Motion,Detected
2024-07-12 12:54:39,Motion,Detected
2024-07-12 12:54:45,Motion,Not Detected
2024-07-12 12:54:51,Motion,Detected
2024-07-12 12:54:54,Motion,Not Detected
2024-07-12 12:55:03,Motion,Not Detected
2024-07-12 12:55:06,Motion,Not Detected
2024-07-12 12:55:09,Motion,Detected
2024-07-12 12:55:12,Motion,Not Detected
2024-07-12 12:55:18,Motion,Not Detected
2024-07-12 12:55:24,Motion,Not Detected
2024-07-12 12:55:27,Motion,Not Detected
2024-07-12 12:55:30,Motion,Detected
2024-07-12 12:55:36,Motion,Not Detected
2024-07-12 12:55:39,Motion,Not Detected
2024-07-12 12:55:46,Motion,Detected
2024-07-12 12:55:48,Motion,Not Detected
2024-07-12 12:55:54,Motion,Not Detected
2024-07-12 12:55:57,Motion,Not Detected
2024-07-12 12:56:00,Motion,Not Detected
2024-07-12 12:56:03,Motion,Not Detected
2024-07-12 12:56:12,Motion,Not Detected
2024-07-12 12:56:18,Motion,Detected
