Timestamp,Topic,Message
2024-07-11 18:17:28,"Temperature,Humidity","24,57"
2024-07-11 18:17:29,"Temperature,Humidity","22,45"
2024-07-11 18:17:30,"Temperature,Humidity","23,48"
2024-07-11 18:17:31,"Temperature,Humidity","25,63"
2024-07-11 18:17:32,"Temperature,Humidity","24,69"
2024-07-11 18:17:33,"Temperature,Humidity","28,56"
2024-07-11 18:17:34,"Temperature,Humidity","24,70"
2024-07-11 18:17:35,"Temperature,Humidity","23,59"
2024-07-11 18:17:36,"Temperature,Humidity","22,45"
2024-07-11 18:17:37,"Temperature,Humidity","27,43"
2024-07-11 18:17:38,"Temperature,Humidity","21,60"
2024-07-11 18:17:39,"Temperature,Humidity","24,52"
2024-07-11 18:17:40,"Temperature,Humidity","29,57"
2024-07-11 18:17:41,"Temperature,Humidity","29,63"
2024-07-11 18:17:42,"Temperature,Humidity","29,54"
2024-07-11 18:17:43,"Temperature,Humidity","28,50"
2024-07-11 18:17:44,"Temperature,Humidity","24,44"
2024-07-11 18:17:45,"Temperature,Humidity","23,47"
2024-07-11 18:17:46,"Temperature,Humidity","27,65"
2024-07-11 18:17:47,"Temperature,Humidity","23,48"
2024-07-11 18:17:48,"Temperature,Humidity","23,42"
2024-07-11 18:17:49,"Temperature,Humidity","21,45"
2024-07-11 18:17:50,"Temperature,Humidity","29,50"
2024-07-11 18:17:51,"Temperature,Humidity","29,58"
2024-07-11 18:17:52,"Temperature,Humidity","22,42"
2024-07-11 18:17:53,"Temperature,Humidity","22,41"
2024-07-11 18:17:54,"Temperature,Humidity","24,54"
2024-07-11 18:17:55,"Temperature,Humidity","22,44"
2024-07-11 18:17:56,"Temperature,Humidity","30,65"
2024-07-11 18:17:57,"Temperature,Humidity","24,51"
2024-07-11 18:17:58,"Temperature,Humidity","24,65"
2024-07-11 18:17:59,"Temperature,Humidity","20,55"
2024-07-11 18:18:00,"Temperature,Humidity","30,59"
2024-07-11 18:18:01,"Temperature,Humidity","28,54"
2024-07-11 18:18:02,"Temperature,Humidity","23,63"
2024-07-11 18:18:03,"Temperature,Humidity","28,53"
2024-07-11 18:18:04,"Temperature,Humidity","27,47"
2024-07-11 18:18:05,"Temperature,Humidity","28,64"
2024-07-11 18:18:06,"Temperature,Humidity","21,67"
2024-07-11 18:18:07,"Temperature,Humidity","28,58"
2024-07-11 18:18:08,"Temperature,Humidity","29,44"
2024-07-11 18:18:09,"Temperature,Humidity","26,58"
2024-07-11 18:18:10,"Temperature,Humidity","26,50"
2024-07-11 18:18:11,"Temperature,Humidity","20,46"
2024-07-11 18:18:12,"Temperature,Humidity","29,61"
2024-07-11 18:18:13,"Temperature,Humidity","21,56"
2024-07-11 18:18:14,"Temperature,Humidity","26,47"
2024-07-11 18:18:15,"Temperature,Humidity","25,61"
2024-07-11 18:18:16,"Temperature,Humidity","29,63"
2024-07-11 18:18:17,"Temperature,Humidity","20,58"
2024-07-11 18:18:18,"Temperature,Humidity","23,56"
2024-07-11 18:18:19,"Temperature,Humidity","20,67"
2024-07-11 18:18:20,"Temperature,Humidity","23,65"
2024-07-11 18:18:21,"Temperature,Humidity","24,53"
2024-07-11 18:18:22,"Temperature,Humidity","22,67"
2024-07-11 18:18:23,"Temperature,Humidity","22,59"
2024-07-11 18:18:24,"Temperature,Humidity","27,54"
2024-07-11 18:18:25,"Temperature,Humidity","24,56"
2024-07-11 18:18:26,"Temperature,Humidity","20,59"
2024-07-11 18:18:27,"Temperature,Humidity","22,41"
2024-07-11 18:18:28,"Temperature,Humidity","26,45"
2024-07-11 18:18:29,"Temperature,Humidity","22,44"
2024-07-11 18:18:30,"Temperature,Humidity","24,64"
2024-07-11 18:18:31,"Temperature,Humidity","29,62"
2024-07-11 18:18:32,"Temperature,Humidity","21,49"
2024-07-11 18:18:33,"Temperature,Humidity","30,63"
2024-07-11 18:18:34,"Temperature,Humidity","23,64"
2024-07-11 18:18:35,"Temperature,Humidity","26,41"
2024-07-11 18:18:36,"Temperature,Humidity","29,57"
2024-07-11 18:18:37,"Temperature,Humidity","20,44"
2024-07-11 18:18:38,"Temperature,Humidity","21,64"
2024-07-11 18:18:39,"Temperature,Humidity","30,53"
2024-07-11 18:18:40,"Temperature,Humidity","23,64"
2024-07-11 18:18:41,"Temperature,Humidity","22,61"
2024-07-11 18:18:42,"Temperature,Humidity","20,66"
2024-07-11 18:18:43,"Temperature,Humidity","25,47"
2024-07-11 18:18:44,"Temperature,Humidity","23,55"
2024-07-11 18:18:45,"Temperature,Humidity","20,64"
2024-07-11 18:18:46,"Temperature,Humidity","24,70"
2024-07-11 18:18:47,"Temperature,Humidity","25,70"
2024-07-11 18:18:48,"Temperature,Humidity","24,47"
2024-07-11 18:18:49,"Temperature,Humidity","26,51"
2024-07-11 18:18:50,"Temperature,Humidity","24,68"
2024-07-11 18:18:51,"Temperature,Humidity","22,56"
2024-07-11 18:18:52,"Temperature,Humidity","22,46"
2024-07-11 18:18:53,"Temperature,Humidity","25,57"
2024-07-11 18:18:54,"Temperature,Humidity","27,42"
2024-07-11 18:18:55,"Temperature,Humidity","27,54"
2024-07-11 18:18:56,"Temperature,Humidity","24,40"
2024-07-11 18:18:57,"Temperature,Humidity","20,68"
2024-07-11 18:18:58,"Temperature,Humidity","21,48"
2024-07-11 18:18:59,"Temperature,Humidity","25,40"
2024-07-11 18:19:00,"Temperature,Humidity","26,68"
2024-07-11 18:19:01,"Temperature,Humidity","30,44"
2024-07-11 18:19:02,"Temperature,Humidity","29,41"
2024-07-11 18:19:03,"Temperature,Humidity","21,60"
2024-07-11 18:19:04,"Temperature,Humidity","27,60"
2024-07-11 18:19:05,"Temperature,Humidity","27,50"
2024-07-11 18:19:06,"Temperature,Humidity","26,46"
2024-07-11 18:19:07,"Temperature,Humidity","22,63"
2024-07-11 18:19:08,"Temperature,Humidity","21,60"
2024-07-11 18:19:09,"Temperature,Humidity","27,58"
